Identifier,Company Name,Country of Exchange,"ESG Score
In the last 5 FY",,,,,"Revenue - Total
(IDR)
In the last 5 FY",,,,
,,,2024,2023,2022,2021,2020,2024,2023,2022,2021,2020
,,,,,,,,,,,,
RALS.JK,Ramayana Lestari Sentosa Tbk PT,Indonesia,,,,,,"2,760,507,000,000.00","2,744,427,000,000.00","2,996,613,000,000.00","2,592,682,000,000.00","2,527,951,000,000.00"
RBMS.JK,Ristia Bintang Mahkotasejati Tbk PT,Indonesia,,,,,,"159,862,412,929.00","179,626,694,402.00","115,906,538,007.00","44,538,508,242.00","25,316,005,286.00"
RDTX.JK,Roda Vivatex Tbk PT,Indonesia,,,,,,"530,656,527,387.00","533,305,976,033.00","509,518,139,997.00","413,584,008,445.00","400,749,812,577.00"
RELI.JK,Reliance Sekuritas Indonesia Tbk PT,Indonesia,,,,,,"54,742,788,301.00","68,806,806,264.00","73,305,319,033.00","63,564,826,020.00","73,411,978,731.00"
RICY.JK,Ricky Putra Globalindo Tbk PT,Indonesia,,,,,,"868,483,140,503.00","1,214,494,538,430.00","1,375,931,426,011.00","1,286,059,282,439.00","2,151,323,988,585.00"
RIGS.JK,Rig Tenders Indonesia Tbk PT,Indonesia,,,,,,"347,989,544,329.00","341,707,063,542.00","309,379,684,811.00","240,987,794,867.85",
RIMO.JK,Rimo International Lestari Tbk PT,Indonesia,,,,,,"509,524,574,232.00","283,485,882,883.00","13,106,413,407.00","99,191,329.00","122,848,342.00"
RODA.JK,Pikko Land Development Tbk PT,Indonesia,,,,,,"84,484,886,436.00","101,815,038,059.00","184,359,553,065.00","508,916,464,751.00","114,132,561,793.00"
RUIS.JK,Radiant Utama Interinsco Tbk PT,Indonesia,,,,,,"2,140,520,184,552.00","1,779,907,291,848.00","1,706,092,477,346.00","1,645,636,804,155.00","1,616,390,151,557.00"
SAFE.JK,Steady Safe Tbk PT,Indonesia,,,,,,"233,601,320,630.00","242,792,617,933.00","253,248,613,734.00","161,057,570,000.00","143,961,352,119.00"
SCCO.JK,Supreme Cable Manufacturing & Commerce Tbk PT,Indonesia,,,,,,"6,939,147,619,476.00","5,823,016,502,106.00","5,469,205,561,730.00","5,020,992,336,635.00","4,620,736,359,547.00"
SCMA.JK,Surya Citra Media Tbk PT,Indonesia,52.64,59.40,59.51,50.87,38.13,"7,057,824,443,000.00","6,513,197,417,000.00","7,132,533,909,000.00","5,930,261,093,000.00","5,101,113,259,000.00"
SCPI.JK,Organon Pharma Indonesia Tbk PT,Indonesia,,,,,,"2,895,902,369,000.00","2,747,529,515,000.00","2,339,387,755,000.00","2,159,191,248,000.00","2,893,298,079,000.00"
SDRA.JK,Bank Woori Saudara Indonesia 1906 Tbk PT,Indonesia,,,,,,"1,841,848,000,000.00","1,719,119,000,000.00","1,848,161,000,000.00","1,578,509,000,000.00","1,397,653,000,000.00"
SDPC.JK,Millennium Pharmacon International Tbk PT,Indonesia,,,,,,"3,916,863,878,530.00","3,363,517,807,834.00","3,200,833,096,416.00","2,988,848,566,331.00","2,643,626,505,412.00"
SGRO.JK,Sampoerna Agro Tbk PT,Indonesia,,,,,,"5,694,228,000,000.00","5,620,503,000,000.00","5,671,723,000,000.00","5,222,298,000,000.00","3,502,227,000,000.00"
SHID.JK,Hotel Sahid Jaya International Tbk PT,Indonesia,,,,,,"155,976,345,112.00","133,104,822,414.00","90,237,216,111.00","69,422,735,722.00","55,621,388,834.00"
SIMA.JK,Siwani Makmur Tbk PT,Indonesia,,,,,,"3,000,000,000.00","3,748,725,250.00","2,913,150,000.00","7,614,180,845.00","15,760,701,901.00"
SIPD.JK,Sreeya Sewu Indonesia Tbk PT,Indonesia,,,,,,"5,360,755,000,000.00","6,091,342,000,000.00","6,047,203,000,000.00","5,423,774,000,000.00","4,341,295,000,000.00"
SKLT.JK,Sekar Laut Tbk PT,Indonesia,,,,,,"2,293,274,190,663.00","1,794,345,306,509.00","1,539,310,803,104.00","1,356,846,112,540.00","1,253,700,810,596.00"
SMAR.JK,Sinar Mas Agro Resources and Technology Tbk PT,Indonesia,,,,,,"78,835,443,000,000.00","66,530,549,000,000.00","75,045,559,000,000.00","57,004,234,000,000.00","40,434,346,000,000.00"
SMCB.JK,Solusi Bangun Indonesia Tbk PT,Indonesia,,,,,,"11,818,978,000,000.00","12,371,333,000,000.00","12,262,048,000,000.00","11,218,181,000,000.00","10,108,220,000,000.00"
SMDM.JK,Suryamas Dutamakmur Tbk PT,Indonesia,,,,,,"694,045,208,919.00","496,497,903,464.00","566,402,723,465.00","567,052,209,003.00","386,541,149,828.00"
SMDR.JK,Samudera Indonesia Tbk PT,Indonesia,,,,,,"11,864,849,844,990.00","11,891,163,105,455.00","17,914,692,882,515.00","9,589,083,438,000.00","6,891,389,107,200.00"
SMGR.JK,Semen Indonesia (Persero) Tbk PT,Indonesia,67.85,70.28,71.19,55.22,54.46,"36,186,127,000,000.00","38,651,360,000,000.00","36,378,597,000,000.00","36,702,301,000,000.00","35,171,668,000,000.00"
SMMA.JK,Sinar Mas Multiartha Tbk PT,Indonesia,,,,,,"27,087,423,000,000.00","26,450,618,000,000.00","33,167,844,000,000.00","38,533,098,000,000.00","38,112,821,000,000.00"
SMMT.JK,Golden Eagle Energy Tbk PT,Indonesia,,,,,,"830,032,853,787.42","1,027,427,209,188.45","1,100,389,290,151.61","506,879,555,642.69","202,671,211,642.52"
SMRA.JK,Summarecon Agung Tbk PT,Indonesia,42.14,39.44,36.32,35.03,30.68,"10,623,354,592,000.00","6,658,782,663,000.00","5,719,396,239,000.00","5,567,912,577,000.00","5,029,984,099,000.00"
SMSM.JK,Selamat Sempurna Tbk PT,Indonesia,,,,,,"5,164,985,000,000.00","5,108,399,000,000.00","4,894,164,000,000.00","4,162,931,000,000.00","3,233,693,000,000.00"
SONA.JK,Sona Topas Tourism Industry Tbk PT,Indonesia,,,,,,"851,001,752,863.00","707,804,745,671.00","318,840,867,806.00","67,870,642,048.00","245,551,577,771.00"
SPMA.JK,Suparma Tbk PT,Indonesia,,,,,,"2,729,636,216,867.00","2,658,520,983,180.00","3,138,054,094,849.00","2,794,452,671,851.00","2,151,494,981,968.00"
SQMI.JK,PT Wilton Makmur Indonesia Tbk,Indonesia,,,,,,"3,989,576,891.00","5,395,684,820.00","4,829,300,202.00","5,176,577,899.00",
SRSN.JK,Indo Acidatama Tbk PT,Indonesia,,,,,,"1,153,788,430,000.00","1,026,705,444,000.00","977,707,591,000.00","907,832,649,000.00","890,996,866,000.00"
SSIA.JK,Surya Semesta Internusa Tbk PT,Indonesia,,,,,,"6,251,910,481,971.00","4,537,653,827,301.00","3,614,941,222,156.00","2,352,908,880,457.00","2,947,321,285,487.00"
SSTM.JK,Sunson Textile Manufacturer Tbk PT,Indonesia,,,,,,"235,863,387,767.00","224,458,888,000.00","260,232,693,262.00","226,838,383,304.00","220,499,855,235.00"
STTP.JK,Siantar Top Tbk PT,Indonesia,,,,,,"4,959,939,533,239.00","4,767,207,433,046.00","4,931,553,771,470.00","4,241,856,914,012.00","3,846,300,254,825.00"
SUGI.JK,Sugih Energy Tbk PT,Indonesia,,,,,,"10,757,139,955.00","3,583,168,170.00","27,556,270,140.00","66,418,600,960.00","13,656,069,120.00"
SULI.JK,SLJ Global Tbk PT,Indonesia,,,,,,"20,806,976,580.00","238,783,269,985.00","916,381,016,595.00","1,017,396,263,250.00","737,443,404,360.00"
TBLA.JK,Tunas Baru Lampung Tbk PT,Indonesia,,,,,,"17,410,560,000,000.00","15,317,617,000,000.00","16,579,960,000,000.00","15,972,216,000,000.00","10,863,256,000,000.00"
TBMS.JK,Tembaga Mulia Semanan Tbk PT,Indonesia,,,,,,"13,898,060,909,000.00","11,446,897,228,270.00","11,247,694,936,225.00","10,270,407,687,000.00","6,332,781,466,440.00"
TCID.JK,Mandom Indonesia Tbk PT,Indonesia,,,,,,"1,859,368,093,471.00","2,050,460,062,443.00","2,044,821,803,111.00","1,850,311,080,131.00","1,882,144,124,829.00"
TFCO.JK,Tifico Fiber Indonesia Tbk PT,Indonesia,,,,,,"3,018,151,081,810.00","3,018,540,032,435.00","3,509,411,739,185.00","3,053,075,838,000.00","2,088,251,755,200.00"
TGKA.JK,Tigaraksa Satria Tbk PT,Indonesia,,,,,,"13,363,660,000,000.00","14,210,135,000,000.00","12,977,529,294,003.00","11,926,149,980,019.00","12,488,883,541,697.00"
TINS.JK,Timah Tbk PT,Indonesia,,,,,,"10,856,422,000,000.00","8,391,907,000,000.00","12,504,297,000,000.00","14,607,003,000,000.00","15,215,980,000,000.00"
TIRT.JK,Tirta Mahakam Resources Tbk PT,Indonesia,,,,,,"72,657,658.00","22,360,023.00","925,150,997.00","15,676,233,957.00","168,879,831,491.00"
TIRA.JK,Tira Austenite Tbk PT,Indonesia,,,,,,"287,085,798,251.00","259,866,255,082.00","285,154,421,885.00","239,463,882,155.00","251,135,073,681.00"
TKIM.JK,Pabrik Kertas Tjiwi Kimia Tbk PT,Indonesia,53.14,41.16,28.05,28.28,26.50,"15,850,983,050,000.00","16,531,674,430,000.00","17,800,025,045,000.00","14,598,540,750,000.00","12,165,000,120,000.00"
TLKM.JK,Telkom Indonesia (Persero) Tbk PT,Indonesia,58.29,56.84,52.72,47.55,44.05,"149,967,000,000,000.00","149,216,000,000,000.00","147,306,000,000,000.00","143,210,000,000,000.00","136,462,000,000,000.00"
TMPO.JK,Tempo Inti Media Tbk PT,Indonesia,,,,,,"253,781,255,000.00","216,764,616,000.00","211,097,821,000.00","189,126,313,000.00","191,646,866,000.00"
TMAS.JK,PT Temas Tbk,Indonesia,,,,,,"4,344,406,000,000.00","4,305,684,000,000.00","4,877,926,000,000.00","3,370,324,000,000.00","2,669,618,000,000.00"
TOTL.JK,Total Bangun Persada Tbk PT,Indonesia,,,,,,"3,087,653,570,000.00","3,027,183,068,000.00","2,276,815,788,000.00","1,745,129,628,000.00","2,292,693,925,000.00"
TOTO.JK,Surya Toto Indonesia Tbk PT,Indonesia,,,,,,"2,311,035,384,234.00","2,125,542,963,624.00","2,086,058,728,390.00","1,831,956,807,551.00","1,622,319,756,389.00"
TRIL.JK,Triwira Insanlestari Tbk PT,Indonesia,,,,,,"6,175,945,533.00","261,990,000.00","3,934,382,336.00","13,855,133,512.00","478,905,970.00"
TRIM.JK,Trimegah Sekuritas Indonesia Tbk PT,Indonesia,,,,,,"907,150,555,000.00","712,956,079,000.00","704,772,993,000.00","461,176,090,000.00","424,019,104,000.00"
TRST.JK,Trias Sentosa Tbk PT,Indonesia,,,,,,"3,423,935,000,000.00","2,997,464,000,000.00","3,819,385,000,000.00","3,652,442,192,823.00","2,991,912,117,541.00"
TRUS.JK,Trust Finance Indonesia Tbk PT,Indonesia,,,,,,"59,285,895,614.00","55,140,050,267.00","49,640,926,617.00","48,191,507,989.00","49,341,541,296.00"
TSPC.JK,Tempo Scan Pacific Tbk PT,Indonesia,,,,,,"13,654,570,829,747.00","13,119,784,555,987.00","12,254,369,318,120.00","11,234,443,003,639.00","10,968,402,090,246.00"
ULTJ.JK,Ultrajaya Milk Industry & Trading Co PT,Indonesia,,,,,,"8,874,202,000,000.00","8,302,741,000,000.00","7,656,252,000,000.00","6,616,642,000,000.00","5,967,362,000,000.00"
UNIC.JK,Unggul Indah Cahaya Tbk PT,Indonesia,,,,,,"5,545,880,395,630.00","5,223,564,897,155.00","6,413,971,033,800.00","5,287,902,896,250.00","4,562,401,446,720.00"
UNIT.JK,Nusantara Inti Corpora Tbk PT,Indonesia,,,,,,"108,096,395,863.00","103,498,145,907.00","103,245,048,266.00","104,109,821,503.00","118,260,140,704.00"
UNSP.JK,Bakrie Sumatera Plantations Tbk PT,Indonesia,,,,,,"2,327,870,000,000.00","2,405,153,000,000.00","4,189,330,000,000.00","3,971,114,000,000.00","2,506,717,000,000.00"
UNTR.JK,United Tractors Tbk PT,Indonesia,65.10,67.27,64.46,65.17,65.27,"134,426,998,000,000.00","128,583,264,000,000.00","123,607,460,000,000.00","79,460,503,000,000.00","60,346,784,000,000.00"
UNVR.JK,Unilever Indonesia Tbk PT,Indonesia,77.54,79.37,81.67,74.36,73.58,"35,138,643,000,000.00","38,611,401,000,000.00","41,218,881,000,000.00","39,545,959,000,000.00","42,972,474,000,000.00"
VOKS.JK,Voksel Electric Tbk PT,Indonesia,,,,,,"1,879,353,267,139.00","3,055,441,987,857.00","2,628,553,150,836.00","1,710,091,470,427.00","1,834,162,436,964.00"
WAPO.JK,Wahana Pronatural Tbk PT,Indonesia,,,,,,"2,122,330,244,473.00","420,953,775,283.00","330,020,475,370.00","317,186,703,933.00","227,388,566,486.00"
WEHA.JK,WEHA Transportasi Indonesia Tbk PT,Indonesia,,,,,,"304,367,055,125.00","267,168,524,107.00","183,435,869,223.00","93,434,910,443.00","70,513,990,516.00"
WICO.JK,Wicaksana Overseas International Tbk PT,Indonesia,,,,,,"1,315,263,858,724.00","1,423,095,952,132.00","1,619,163,790,020.00","2,570,253,139,927.00","3,097,194,461,934.00"
WIKA.JK,Wijaya Karya (Persero) Tbk PT,Indonesia,,,,,,"19,242,726,731,000.00","22,530,355,784,000.00","21,480,791,864,000.00","17,809,717,726,000.00","16,536,381,639,000.00"
WOMF.JK,Wahana Ottomitra Multiartha Tbk PT,Indonesia,,,,,,"2,166,940,000,000.00","1,995,410,000,000.00","1,694,505,000,000.00","1,570,983,000,000.00","2,000,850,000,000.00"
YPAS.JK,Yanaprima Hastapersada Tbk PT,Indonesia,,,,,,"343,990,085,234.00","346,497,653,568.00","377,086,228,468.00","339,039,023,365.00","303,203,668,856.00"
YULE.JK,Yulie Sekuritas Indonesia Tbk PT,Indonesia,,,,,,"70,649,605,924.00","49,917,416,896.00","74,959,865,934.00","103,523,699,139.00","-1,644,474,780.00"
ZBRA.JK,Dosni Roha Indonesia Tbk PT,Indonesia,,,,,,"1,724,458,039,618.00","2,958,367,547,579.00","3,497,365,178,638.00","14,697,201,356.00","15,703,030,253.00"
KOPI.JK,Mitra Energi Persada Tbk PT,Indonesia,,,,,,"252,415,647,313.00","181,084,153,506.00","184,206,031,069.00","188,475,526,582.00","198,215,179,551.00"
ABFII.JK,Reksa Dana Abf Indonesia Bond,Indonesia,,,,,,,,,,
GZCO.JK,PT Gozco Plantations Tbk,Indonesia,,,,,,"804,647,000,000.00","744,266,000,000.00","554,721,000,000.00","707,102,000,000.00","406,924,000,000.00"
KOIN.JK,Kokoh Inti Arebama Tbk PT,Indonesia,,,,,,"3,134,643,000,000.00","3,195,794,938,533.00","3,111,392,892,032.00","2,581,646,425,587.00","1,446,474,839,632.00"
TPIA.JK,Chandra Asri Pacific PT Tbk,Indonesia,66.68,70.22,58.93,,,"28,726,506,760,000.00","33,252,153,140,000.00","37,116,158,915,000.00","36,771,056,250,000.00","25,362,473,760,000.00"
BSDE.JK,Bumi Serpong Damai Tbk PT,Indonesia,46.42,54.19,50.17,42.53,47.73,"13,796,572,148,837.00","11,539,141,250,155.00","10,235,479,955,727.00","7,654,802,250,986.00","6,180,589,086,059.00"
INDY.JK,Indika Energy Tbk PT,Indonesia,,,,,,"39,367,077,177,500.00","46,598,189,330,050.00","67,472,885,434,625.00","43,735,545,945,750.00","25,466,124,902,400.00"
VRNA.JK,Mizuho Leasing Indonesia Tbk PT,Indonesia,,,,,,"468,653,706,000.00","401,340,636,000.00","333,060,585,000.00","302,894,727,000.00","309,734,085,000.00"
PDES.JK,Destinasi Tirta Nusantara Tbk PT,Indonesia,,,,,,"446,794,423,246.00","368,511,772,648.00","150,812,404,962.00","9,280,503,778.00","73,333,638,785.00"
ADRO.JK,Alamtri Resources Indonesia Tbk PT,Indonesia,59.75,62.96,68.07,60.63,50.96,"33,446,106,010,000.00","32,874,667,740,000.00","126,113,840,435,000.00","56,896,231,500,000.00","35,589,181,680,000.00"
HOME.JK,Hotel Mandarine Regency Tbk PT,Indonesia,,,,,,"24,908,784,507.00","39,067,266,092.00","65,026,448,173.00","56,777,584,778.00","60,728,059,757.00"
KBRI.JK,Kertas Basuki Rachmat Indonesia Tbk PT,Indonesia,,,,,,"2,871,460,630.00","144,027,720,203.00","161,367,353,686.00","241,207,422,568.00","34,719,548,322.00"
BYAN.JK,Bayan Resources Tbk PT,Indonesia,68.52,62.98,64.67,,,"55,449,598,609,860.00","55,135,274,329,185.00","73,211,877,021,470.00","40,644,133,974,000.00","19,587,390,282,720.00"
TRAM.JK,Trada Alam Minera Tbk PT,Indonesia,,,,,,"3,553,656,185,000.00","4,352,829,939,000.00","3,482,706,786,000.00","517,232,588,000.00","358,013,034,901.94"
AMRT.JK,Sumber Alfaria Trijaya Tbk PT,Indonesia,35.80,42.40,44.75,,,"118,227,031,000,000.00","106,944,683,000,000.00","96,924,686,000,000.00","84,904,301,000,000.00","75,826,880,000,000.00"
TRIO.JK,Trikomsel Oke Tbk PT,Indonesia,,,,,,"836,123,346,281.00","754,649,493,117.00","596,059,531,152.00","475,954,529,475.00","494,469,692,213.00"
BPFI.JK,Woori Finance Indonesia Tbk PT,Indonesia,,,,,,"413,132,574,999.00","363,139,991,281.00","276,307,874,636.00","291,074,537,562.00","354,502,655,308.00"
GTBO.JK,Garda Tujuh Buana Tbk PT,Indonesia,,,,,,"438,477,310,780.00","905,179,891,975.00","766,843,485,485.00","58,672,736,250.00",0.00
MKPI.JK,Metropolitan Kentjana Tbk PT,Indonesia,,,,,,"2,482,562,025,881.00","2,327,212,740,306.00","1,950,931,780,269.00","1,318,001,428,423.00","1,219,793,949,348.00"
BWPT.JK,Eagle High Plantations Tbk PT,Indonesia,,,,,,"4,302,676,000,000.00","4,204,612,000,000.00","4,574,124,000,000.00","2,938,338,000,000.00","2,198,666,000,000.00"
DSSA.JK,Dian Swastatika Sentosa Tbk PT,Indonesia,,,,,,"48,556,338,122,700.00","77,200,690,268,940.00","92,706,786,745,870.00","30,850,484,604,000.00","21,162,802,677,120.00"
BCIP.JK,Bumi Citra Permai Tbk PT,Indonesia,,,,,,"100,002,191,228.00","94,302,986,070.00","93,742,996,267.00","60,409,520,263.00","73,155,228,143.00"
NIKL.JK,Pelat Timah Nusantara Tbk PT,Indonesia,,,,,,"2,505,666,995,440.00","2,633,886,058,450.00","3,974,479,541,560.00","3,002,994,597,750.00","2,032,006,532,400.00"
BBTN.JK,Bank Tabungan Negara (Persero) Tbk PT,Indonesia,74.18,67.35,69.25,65.55,64.26,"13,577,080,000,000.00","15,076,499,000,000.00","15,517,446,000,000.00","14,585,553,000,000.00","10,455,325,000,000.00"
GDST.JK,Gunawan Dianjaya Steel Tbk PT,Indonesia,,,,,,"2,594,517,811,912.00","2,524,984,145,491.00","2,594,504,651,438.00","1,672,251,184,142.00","1,331,774,939,496.00"
EMTK.JK,Elang Mahkota Teknologi Tbk PT,Indonesia,88.24,80.16,72.94,58.90,,"12,233,465,000,000.00","9,241,419,373,000.00","9,856,136,055,000.00","12,840,734,345,000.00","11,936,381,982,000.00"
PTPP.JK,Pembangunan Perumahan (Persero) Tbk PT,Indonesia,,,,,,"19,812,142,890,563.00","18,464,215,470,859.00","18,921,838,539,997.00","16,763,936,677,996.00","15,831,388,462,166.00"
BIPI.JK,Pt Astrindo Nusantara Infrastruktur Tbk,Indonesia,,,,,,"9,058,166,543,900.00","10,023,063,373,330.00","680,546,004,600.00","934,603,948,500.00","1,102,307,061,960.00"
TOWR.JK,Sarana Menara Nusantara Tbk PT,Indonesia,54.46,48.98,52.05,42.52,34.84,"12,735,815,000,000.00","11,740,345,000,000.00","11,035,650,000,000.00","8,635,346,000,000.00","7,445,426,000,000.00"
NINE.JK,Techno9 Indonesia PT Tbk,Indonesia,,,,,,"9,016,469,130.00","14,775,328,996.00","19,848,779,617.00","6,531,239,273.00","1,900,118,905.00"
MMIX.JK,Multi Medika Internasional PT Tbk,Indonesia,,,,,,"191,990,818,912.00","175,134,379,072.00","175,093,687,358.00","181,842,177,291.00","1,482,812,838.00"
ISAP.JK,Isra Presisi Indonesia PT Tbk,Indonesia,,,,,,"35,724,253,459.00","76,847,618,135.00","20,933,090,413.00","16,410,814,836.00","14,896,605,657.00"
PADA.JK,Personel Alih Daya Tbk PT,Indonesia,,,,,,"910,544,339,136.00","815,740,188,341.00","700,938,992,980.00","701,091,248,818.00","743,407,295,540.00"
VTNY.JK,Venteny Fortuna International Tbk PT,Indonesia,,,,,,"303,538,111,695.00","181,967,665,791.00","73,184,040,737.00","40,069,516,276.00",
SOUL.JK,Mitra Tirta Buwana PT Tbk,Indonesia,,,,,,"3,628,832,078.00","4,815,319,894.00","4,583,598,846.00","3,987,775,195.00",
ELIT.JK,Data Sinergitama Jaya Tbk PT,Indonesia,,,,,,"478,316,908,145.00","319,583,191,855.00","178,622,979,646.00","90,691,800,295.00","46,720,167,557.00"
BEER.JK,Jobubu Jarum Minahasa PT Tbk,Indonesia,,,,,,"45,358,699,693.00","59,758,339,170.00","50,165,846,629.00","34,305,523,914.00","17,649,803,147.00"
CBRE.JK,Cakra Buana Resources Energi PT Tbk,Indonesia,,,,,,"62,173,596,046.00","42,728,166,665.00","32,958,536,111.00","10,455,000,000.00","10,554,702,159.00"
CBPE.JK,PT Citra Buana Prasida Tbk,Indonesia,,,,,,"101,318,696,572.00","84,828,483,715.00","60,710,911,874.00","66,834,672,795.00","41,119,192,567.00"
SUNI.JK,Sunindo Pratama PT Tbk,Indonesia,,,,,,"1,047,117,484,360.00","762,424,927,875.00","540,272,575,371.00","317,555,077,233.00","207,807,606,324.00"
WINE.JK,PT Hatten Bali PT Tbk,Indonesia,,,,,,"283,975,763,805.00","253,679,069,291.00","189,386,467,213.00","82,068,487,467.00","91,913,098,966.00"
BMBL.JK,Lavender Bina Cendikia PT Tbk,Indonesia,,,,,,"11,468,835,800.00","17,267,332,513.00","12,525,312,378.00","7,866,430,000.00","5,939,525,000.00"
PEVE.JK,Penta Valent Tbk PT,Indonesia,,,,,,"3,012,741,052,449.00","2,484,675,637,301.00","2,147,332,651,068.00","1,788,027,425,240.00","1,380,699,061,522.00"
LAJU.JK,PT Jasa Berdikari Logistics Tbk,Indonesia,,,,,,"187,914,914,020.00","166,785,011,983.00","147,917,868,234.00","117,975,503,191.00","91,357,234,375.00"
FWCT.JK,Wijaya Cahaya Timber Tbk PT,Indonesia,,,,,,"1,309,648,094,727.00","948,356,153,752.00","844,975,088,362.00","667,376,739,704.00","432,608,142,344.00"
IRSX.JK,Aviana Sinar Abadi PT Tbk,Indonesia,,,,,,"841,598,245,742.00","248,810,884,330.00","161,800,639,510.00","7,598,434,701.00","7,379,407,762.00"
NAYZ.JK,Hassana Boga Sejahtera PT Tbk,Indonesia,,,,,,"35,026,119,215.00","48,004,920,268.00","42,236,350,827.00","25,038,111,786.00","21,112,387,933.00"
CHIP.JK,Pelita Teknologi Global PT Tbk,Indonesia,,,,,,"197,222,283,012.00","327,048,654,911.00","147,383,062,420.00","66,456,477,200.00",0.00
HALO.JK,Haloni Jane PT Tbk,Indonesia,,,,,,"176,596,813,732.00","231,087,960,926.00","305,535,807,203.00","455,059,373,519.00","294,512,931,740.00"
VAST.JK,Vastland Indonesia PT Tbk,Indonesia,,,,,,"38,112,417,791.00","25,685,236,163.00","23,761,241,363.00","21,900,321,887.00","18,902,543,070.00"
PACK.JK,Abadi Nusantara Hijau Investama Tbk PT,Indonesia,,,,,,"54,702,368,426.00","52,931,736,227.00","44,150,213,935.00","36,215,902,965.00",
FUTR.JK,PT Futura Energi Global Tbk,Indonesia,,,,,,"94,004,122,884.00","140,731,732,038.00","46,180,261,927.00","1,482,000,000.00",
PTMP.JK,Mitra Pack PT Tbk,Indonesia,,,,,,"192,300,097,187.00","152,990,933,708.00","136,036,226,335.00","119,333,594,612.00","101,614,423,752.00"
BDKR.JK,Berdikari Pondasi Perkasa Tbk PT,Indonesia,,,,,,"484,490,134,051.00","613,461,702,309.00","477,120,794,735.00","413,333,722,423.00","454,552,715,320.00"
CUAN.JK,PT Petrindo Jaya Kreasi Tbk,Indonesia,17.86,,,,,"12,899,723,070,000.00","1,507,832,485,000.00","1,593,504,625,305.50","401,369,429,770.67","19,741,034,495.10"
SAGE.JK,PT Saptausaha Gemilangindah Tbk,Indonesia,,,,,,"16,894,694,286.00","21,963,322,590.00","35,609,948,734.00","26,009,182,808.00","3,477,951,437.00"
TRON.JK,Teknologi Karya Digital Nusa PT Tbk,Indonesia,,,,,,"152,933,392,854.00","187,501,697,933.00","107,517,076,481.00","45,628,035,297.00","32,702,545,336.00"
NSSS.JK,PT Nusantara Sawit Sejahtera Tbk,Indonesia,,,,,,"1,489,898,814,745.00","1,184,580,702,742.00","1,134,094,562,861.00","1,146,624,000,000.00","746,873,000,000.00"
GTRA.JK,Grahaprima Suksesmandiri Tbk PT,Indonesia,,,,,,"428,929,469,152.00","344,916,761,385.00","215,876,144,768.00","147,186,890,849.00","126,351,094,994.00"
HAJJ.JK,Arsy Buana Travelindo Tbk PT,Indonesia,,,,,,"860,617,629,281.00","501,533,657,580.00","318,192,911,020.00","252,860,000.00","10,353,982,967.00"
PIPA.JK,PT Multi Makmur Lemindo Tbk,Indonesia,,,,,,"26,997,167,871.00","32,096,104,705.00","39,069,495,589.00","38,540,419,901.00","39,115,806,315.00"
NCKL.JK,PT Trimegah Bangun Persada Tbk,Indonesia,43.83,38.54,,,,"26,965,262,000,000.00","23,857,861,000,000.00","9,567,954,987,534.00","8,229,175,648,515.00","4,071,638,197,059.00"
AWAN.JK,PT Era Digital Media Tbk,Indonesia,,,,,,"42,043,116,105.00","31,792,536,857.00","27,206,600,029.00","28,490,868,701.00","31,453,729,934.00"
MENN.JK,Menn Teknologi Indonesia Tbk PT,Indonesia,,,,,,"8,046,288,315.00","7,071,671,177.00","5,739,556,693.00","4,032,907,621.00","3,537,835,326.00"
MBMA.JK,Merdeka Battery Materials Tbk PT,Indonesia,,,,,,"29,681,158,109,030.00","20,449,585,482,220.00","7,093,553,954,025.00",0.00,0.00
TYRE.JK,King Tire Indonesia Tbk PT,Indonesia,,,,,,"592,245,382,192.00","515,679,963,404.00","506,432,465,665.00","384,339,496,487.00","296,233,597,597.00"
DOOH.JK,Era Media Sejahtera Tbk PT,Indonesia,,,,,,"153,558,876,216.00","172,560,390,232.00","41,251,584,891.00","26,980,697,930.00",
RAAM.JK,Tripar Multivision Plus Tbk PT,Indonesia,,,,,,"229,340,286,787.00","399,266,687,835.00","321,849,469,846.00","209,364,391,964.00","163,975,358,586.00"
JATI.JK,Informasi Teknologi Indonesia Tbk PT,Indonesia,,,,,,"534,453,966,633.00","468,953,507,777.00","507,347,976,514.00","346,897,198,520.00","268,858,185,593.00"
MPXL.JK,MPX Logistics International Tbk PT,Indonesia,,,,,,"200,679,631,591.00","140,258,234,773.00","116,969,873,169.00","142,780,339,618.00","73,282,999,492.00"
SMIL.JK,Sarana Mitra Luas Tbk PT,Indonesia,,,,,,"365,929,419,071.00","356,997,789,075.00","263,132,511,110.00","301,146,739,153.00","277,819,774,421.00"
MAXI.JK,Maxindo Karya Anugerah Tbk PT,Indonesia,,,,,,"104,035,904,864.00","82,780,424,379.00","105,850,281,489.00","149,345,740,363.00","115,591,435,877.00"
KLAS.JK,Pelayaran Kurnia Lautan Semesta Tbk PT,Indonesia,,,,,,"187,791,881,147.00","153,392,946,309.00","194,279,523,938.00","160,254,869,118.00","149,101,936,000.00"
VKTR.JK,VKTR Teknologi Mobilitas Tbk PT,Indonesia,,,,,,"1,003,658,000,000.00","1,061,862,000,000.00","1,071,130,000,000.00","679,178,000,000.00","363,556,000,000.00"
RELF.JK,Graha Mitra Asia Tbk PT,Indonesia,,,,,,"48,056,288,137.00","45,420,658,133.00","18,346,844,372.00","1,967,436,524.00",
